bin,egs5_gy,egs5_err_pct,cc_gy,cc_err_pct,reldiff_pct,sigma
pdd_z0-1,4.780600569861339e-15,0.16934093344047144,4.76360126937951e-15,0.20928476749234676,0.3568581734810818,1.3236821473086047
pdd_z1-2,4.756151770576274e-15,0.16999688712024968,4.74006303395698e-15,0.2188640865043739,0.3394203094776834,1.2232101898199579
pdd_z2-3,4.4504017291078926e-15,0.1756986153569502,4.431872164038223e-15,0.22993561250929448,0.41809791401532914,1.4425829033794246
pdd_z3-4,4.045736087258693e-15,0.18420683038760916,4.068544760931115e-15,0.24332097194521757,-0.5606101201453274,1.8407108141666177
pdd_z4-5,3.626149075109327e-15,0.19476700238686134,3.641559324271678e-15,0.2596912610865192,-0.42317721036806777,1.3056215262828013
pdd_z5-6,3.191340584648932e-15,0.20749472132084834,3.2059345049847383e-15,0.2791090743704742,-0.45521579786221855,1.3110129205194427
pdd_z6-7,2.7855425352387368e-15,0.22185064678546548,2.79940840612355e-15,0.29995278699182953,-0.4953143262155788,1.3299579825249768
pdd_z7-8,2.41791822481046e-15,0.23819138056008815,2.424371346893867e-15,0.3241802016749818,-0.26617713048270736,0.6622913866594093
pdd_z8-9,2.082953668844491e-15,0.2565762048291137,2.1004844254371466e-15,0.3502166892411804,-0.8346054072268239,1.928010430774712
pdd_z9-10,1.7784280680604347e-15,0.2775584040391768,1.802712499511129e-15,0.38128822603080054,-1.347105068460998,2.8697051715610886
pdd_z10-11,1.5171340266013937e-15,0.300163261215307,1.5450178567957931e-15,0.41246804141506516,-1.8047577943356352,3.5599839782873324
pdd_z11-12,1.2921890674182168e-15,0.3253574292960416,1.3134262148327355e-15,0.44809807003692237,-1.6169273290485702,2.936212078850293
pdd_z12-13,1.0927332819577675e-15,0.35384294267352656,1.1243781116405631e-15,0.48840824846489284,-2.8144295371085764,4.71171003471087
pdd_z13-14,9.220078367373778e-16,0.38570430389855004,9.51613022095416e-16,0.5326347376138867,-3.1110529879938804,4.781399430843679
pdd_z14-15,7.752590208649601e-16,0.42065446850241306,7.960045366481825e-16,0.5815509312560396,-2.606205722215805,3.66363862505579
lat_shallow_x-8--7,3.548261042689721e-16,0.8793724471269111,3.601199477056993e-16,1.1232856964955664,-1.470022271871893,1.0362299247665085
lat_shallow_x-7--6,5.147652674348902e-16,0.731478098643554,5.10776585154243e-16,0.9311215589706108,0.78090546759161,0.6575391933916451
lat_shallow_x-6--5,8.154294784791611e-16,0.583290150355278,8.107345143675292e-16,0.7339375657906733,0.5791000664742267,0.6163277328509876
lat_shallow_x-5--4,4.223071911598383e-15,0.2532281966442673,4.21635356377483e-15,0.293895337880466,0.15934023847701695,0.4104533335899687
lat_shallow_x-4--3,4.5030206670127386e-15,0.2454862931532412,4.50933872330304e-15,0.28485559579941855,-0.14011048355385577,0.37281695509925805
lat_shallow_x-3--2,4.666103361556454e-15,0.24166585198944177,4.646250418946522e-15,0.2819962994326018,0.42728955221560116,1.148459959654386
lat_shallow_x-2--1,4.748893158153507e-15,0.23945311578401007,4.694097413646476e-15,0.27988698107328547,1.1673329221445374,3.153560780000419
lat_shallow_x-1-0,4.780200425846854e-15,0.23852438432304837,4.773162349065696e-15,0.277740152306617,0.14745102442483235,0.40250316979204187
lat_shallow_x0-1,4.780976705234956e-15,0.23882713125222835,4.754040189693323e-15,0.2787718016229183,0.5666026046652195,1.539815682610302
lat_shallow_x1-2,4.714792885239051e-15,0.23965053968771272,4.7181841440678596e-15,0.27969308653706737,-0.07187635592968555,0.195205172966826
lat_shallow_x2-3,4.684349928616993e-15,0.24118749498148923,4.634838856277073e-15,0.28212375438931925,1.0682371895813825,2.8650840550696333
lat_shallow_x3-4,4.508294565123657e-15,0.2457937919600095,4.4856317303277725e-15,0.28607807274598607,0.5052317300740232,1.3366701752779895
lat_shallow_x4-5,4.221415315378412e-15,0.25363089516898046,4.195823823118553e-15,0.29422945921349947,0.6099277123803974,1.5660462829513282
lat_shallow_x5-6,8.064742554349751e-16,0.5855616087642523,7.991417846390095e-16,0.7408236488600717,0.9175431615402063,0.9682393776194148
lat_shallow_x6-7,5.138553399459502e-16,0.7327547002903029,5.05115901155154e-16,0.9494575524414892,1.7301848488257567,1.4333159326320728
lat_shallow_x7-8,3.588571550708991e-16,0.8760821569545729,3.52978247578945e-16,1.139523387204348,1.6655155189525606,1.1515618878677203
lat_10cm_x-8--7,4.1340958885373834e-16,0.8081308461872019,4.1548618257492144e-16,1.078970855997197,-0.49979850312077473,0.37142120263873557
lat_10cm_x-7--6,5.353854887893577e-16,0.7115327410981613,5.450173989903647e-16,0.9439816205496409,-1.7672665531137175,1.504591457367388
lat_10cm_x-6--5,7.166019097815286e-16,0.6154082396167203,7.229233442228032e-16,0.8121032214095041,-0.874426658343783,0.8609111888562933
lat_10cm_x-5--4,1.4128845065074826e-15,0.4382827235806897,1.4353137847226623e-15,0.5459476215211502,-1.562674200855222,2.2457363832407395
lat_10cm_x-4--3,1.5776318001514588e-15,0.4145089863188811,1.6075446593156644e-15,0.5170128404602877,-1.8607793563221813,2.828516345932428
lat_10cm_x-3--2,1.6908085332085419e-15,0.400935273932079,1.6990279430674344e-15,0.5014664319130689,-0.4837713171481575,0.7549108663064854
lat_10cm_x-2--1,1.7478530639135968e-15,0.3939140030127791,1.779028539928254e-15,0.4916941002863538,-1.7523876270087655,2.800539688041602
lat_10cm_x-1-0,1.7833458379984623e-15,0.390747089814125,1.806790058662741e-15,0.48985317894078084,-1.2975619691880804,2.0812261175152686
lat_10cm_x0-1,1.7735102981224081e-15,0.3911194942443673,1.7986349403595168e-15,0.4909406627030738,-1.396872799106561,2.2374943435505865
lat_10cm_x1-2,1.7514463571636764e-15,0.3935065706504853,1.7754898342665055e-15,0.49228461886089675,-1.3541883844557183,2.1600727681353784
lat_10cm_x2-3,1.6875273522897602e-15,0.40148910440329133,1.723395213494189e-15,0.49856494321846173,-2.081232495227059,3.277955453443165
lat_10cm_x3-4,1.5721498271530069e-15,0.41525187326926216,1.6103271255661247e-15,0.5165913052222598,-2.370779067619334,3.610279757764778
lat_10cm_x4-5,1.4243846454837962e-15,0.43745449029126227,1.4433161286399867e-15,0.5445784285234653,-1.3116657384012833,1.8874454455522522
lat_10cm_x5-6,7.268928135460671e-16,0.6132145165250266,7.267973184146262e-16,0.8110441671459473,0.013139169479761032,0.012921820685317184
lat_10cm_x6-7,5.338929516153268e-16,0.712594022718347,5.517470898706439e-16,0.9362191649824042,-3.235927942910049,2.7830188304959
lat_10cm_x7-8,4.1041971277750255e-16,0.8125867717026756,4.160058953095635e-16,1.0842832693012072,-1.3428133098700632,0.9958100142520977
